Fecha,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Profesión,Escolaridad,Código DANE,Cantidad
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 06:00:00 PM,MANRIQUE CENTRAL No. 2  C-3,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,8,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 10:15:00 PM,PICACHO C-6,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 06:35:00 PM,ROBLEDO C-7,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,9,MASCULINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 02:20:00 PM,CAMPO VALDES 2 C-3,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,8,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 10:45:00 PM,ALTAVISTA C-16,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 10:25:00 PM,LA COLINA C-15,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 01:15:00 AM,MANILA C-14,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 07:00:00 PM,POPULAR 1 C-1,URBANA,CASAS DE HABITACION,NO REPORTADO,A PIE,A PIE,6,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 08:30:00 PM,GRANIZAL C-1,URBANA,RED VIRTUAL O INTERNET,SIN EMPLEO DE ARMAS,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,PRIMARIA,"5,001,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,MEDELLÍN (CT),Lunes,12/31/1899 09:45:00 PM,GERONA  C-9,URBANA,RED VIRTUAL O INTERNET,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"5,001,000",2
01/01/2018 12:00:00 AM,ANTIOQUIA,PUERTO BERRÍO,Lunes,12/31/1899 04:30:00 AM,EL PENCIL,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,6,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"5,579,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,SALGAR,Lunes,12/31/1899 04:30:00 AM,LA CHUCHITA,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,6,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"5,642,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,SALGAR,Lunes,12/31/1899 06:00:00 AM,LA SIBERIA,RURAL,TIENDA,NO REPORTADO,A PIE,A PIE,52,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,-,PRIMARIA,"5,642,000",1
01/01/2018 12:00:00 AM,ANTIOQUIA,SANTAFÉ DE ANTIOQUIA,Lunes,12/31/1899 01:00:00 PM,LA CORDILLERA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"5,042,000",1
01/01/2018 12:00:00 AM,ARAUCA,ARAUCA (CT),Lunes,12/31/1899 11:20:00 AM,LAS AMERICAS,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"81,001,000",1
01/01/2018 12:00:00 AM,ARAUCA,ARAUCA (CT),Lunes,12/31/1899 04:00:00 PM,PORVENIR,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"81,001,000",1
01/01/2018 12:00:00 AM,ATLÁNTICO,BARANOA,Lunes,12/31/1899 12:00:00 AM,INVASION LAS AMERICAS,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,18,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,"8,078,000",1
01/01/2018 12:00:00 AM,ATLÁNTICO,BARRANQUILLA (CT),Lunes,12/31/1899 09:00:00 AM,LAS TORRES,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,"8,001,000",1
01/01/2018 12:00:00 AM,ATLÁNTICO,JUAN DE ACOSTA,Lunes,12/31/1899 12:00:00 AM,BUENOS AIRES,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,18,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,"8,372,000",1
01/01/2018 12:00:00 AM,ATLÁNTICO,LURUACO,Lunes,12/31/1899 12:00:00 AM,ARROYO DE PIEDRA,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,28,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,"8,421,000",1
01/01/2018 12:00:00 AM,ATLÁNTICO,PUERTO COLOMBIA,Lunes,12/31/1899 02:00:00 PM,VILLA CAMPESTRE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,6,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"8,573,000",1
01/01/2018 12:00:00 AM,BOLÍVAR,CANTAGALLO,Lunes,12/31/1899 06:00:00 PM,CGTO. BRISAS DE BOLIVAR,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,6,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"13,160,000",1
01/01/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Lunes,12/31/1899 08:00:00 AM,NELSON MANDELA,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"13,001,000",1
01/01/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Lunes,12/31/1899 10:10:00 PM,BAZURTO,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"13,001,000",1
01/01/2018 12:00:00 AM,BOLÍVAR,CARTAGENA (CT),Lunes,12/31/1899 11:13:00 AM,PABLO VI 1,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"13,001,000",1
01/01/2018 12:00:00 AM,BOLÍVAR,MAGANGUÉ,Lunes,12/31/1899 12:00:00 AM,CORREG. DE COYONGAL,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,-,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"13,430,000",1
01/01/2018 12:00:00 AM,BOLÍVAR,MARÍA LA BAJA,Lunes,12/31/1899 12:00:00 AM,SECTOR EL CENTRO,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,16,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,-,PRIMARIA,"13,442,000",1
01/01/2018 12:00:00 AM,BOLÍVAR,SANTA ROSA DEL SUR,Lunes,12/31/1899 08:00:00 PM,URB. LAS VILLAS,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,11,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"13,688,000",1
01/01/2018 12:00:00 AM,BOYACÁ,FLORESTA,Lunes,12/31/1899 02:00:00 PM,VDA. SALITRE,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"15,276,000",1
01/01/2018 12:00:00 AM,BOYACÁ,PAIPA,Lunes,12/31/1899 10:00:00 AM,LAS DELICIAS,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"15,516,000",1
01/01/2018 12:00:00 AM,BOYACÁ,TUNJA (CT),Lunes,12/31/1899 08:00:00 AM,VDA. PIRGUA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,13,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"15,001,000",1
01/01/2018 12:00:00 AM,BOYACÁ,TUNJA (CT),Lunes,12/31/1899 04:00:00 PM,BARRIO BELLO HORIZONTE,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,1,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,ANALFABETA,"15,001,000",1
01/01/2018 12:00:00 AM,BOYACÁ,TUNJA (CT),Lunes,12/31/1899 04:00:00 PM,BARRIO BELLO HORIZONTE,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,3,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,ANALFABETA,"15,001,000",1
01/01/2018 12:00:00 AM,BOYACÁ,TURMEQUÉ,Lunes,12/31/1899 12:00:00 AM,VDA. ROSALES,RURAL,FINCAS Y SIMILARES,SIN EMPLEO DE ARMAS,A PIE,A PIE,8,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"15,835,000",1
01/01/2018 12:00:00 AM,CALDAS,ANSERMA,Lunes,12/31/1899 12:00:00 AM,SECTOR BOQUERON,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,9,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,"17,042,000",1
01/01/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Lunes,12/31/1899 12:00:00 AM,BARRIO CHIPRE,URBANA,LUGAR DE TRABAJO,NO REPORTADO,A PIE,A PIE,35,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"17,001,000",1
01/01/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Lunes,12/31/1899 12:00:00 AM,BARRIO CHIPRE,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,"17,001,000",1
01/01/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Lunes,12/31/1899 08:00:00 PM,COMUNEROS,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"17,001,000",1
01/01/2018 12:00:00 AM,CALDAS,MANIZALES (CT),Lunes,12/31/1899 04:00:00 PM,BARRIO CHIPRE,URBANA,OTRO,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,PRIMARIA,"17,001,000",1
01/01/2018 12:00:00 AM,CALDAS,VILLAMARÍA,Lunes,12/31/1899 12:00:00 AM,LA PRADERA,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,14,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"17,873,000",1
01/01/2018 12:00:00 AM,CAQUETÁ,FLORENCIA (CT),Lunes,12/31/1899 12:00:00 AM,PIEDRAHITA,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,"18,001,000",1
01/01/2018 12:00:00 AM,CAQUETÁ,FLORENCIA (CT),Lunes,12/31/1899 12:00:00 AM,SANTA INES,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,12,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"18,001,000",1
01/01/2018 12:00:00 AM,CAQUETÁ,SAN VICENTE DEL CAGUÁN,Lunes,12/31/1899 12:00:00 AM,VDA. LAS DAMAS,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,9,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,ANALFABETA,"18,753,000",1
01/01/2018 12:00:00 AM,CAUCA,GUACHENÉ,Lunes,12/31/1899 08:00:00 PM,VDA LA CABAÑITA,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,"19,300,000",1
01/01/2018 12:00:00 AM,CAUCA,GUACHENÉ,Lunes,12/31/1899 10:30:00 PM,VDA OBANDO,RURAL,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,20,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SUPERIOR,"19,300,000",1
01/01/2018 12:00:00 AM,CAUCA,POPAYÁN (CT),Lunes,12/31/1899 12:00:00 AM,CHAPINERO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,17,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"19,001,000",1
01/01/2018 12:00:00 AM,CAUCA,POPAYÁN (CT),Lunes,12/31/1899 09:00:00 PM,LAS VEGAS,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,27,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"19,001,000",1
01/01/2018 12:00:00 AM,CAUCA,POPAYÁN (CT),Lunes,12/31/1899 12:00:00 AM,LA PAZ,URBANA,"COLEGIOS, ESCUELAS",CONTUNDENTES,A PIE,A PIE,15,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"19,001,000",1
01/01/2018 12:00:00 AM,CAUCA,POPAYÁN (CT),Lunes,12/31/1899 12:00:00 AM,C/MIENTO JULUMITO ALTO,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"19,001,000",1
01/01/2018 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Lunes,12/31/1899 08:00:00 AM,PORVENIR,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,36,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,TECNICO EMPRESARIAL,TECNICO,"19,698,000",1
01/01/2018 12:00:00 AM,CAUCA,SANTANDER DE QUILICHAO,Lunes,12/31/1899 07:00:00 AM,VDA EL LLANITO,RURAL,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,DESEMPLEADO,-,SECUNDARIA,"19,698,000",1
01/01/2018 12:00:00 AM,CESAR,BOSCONIA,Lunes,12/31/1899 04:30:00 PM,JORGE ELIECER GAITAN,URBANA,CASAS DE HABITACION,ESCOPOLAMINA,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"20,060,000",1
01/01/2018 12:00:00 AM,CESAR,VALLEDUPAR (CT),Lunes,12/31/1899 12:00:00 AM,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"20,001,000",1
01/01/2018 12:00:00 AM,CESAR,VALLEDUPAR (CT),Lunes,12/31/1899 12:00:00 AM,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,21,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"20,001,000",1
01/01/2018 12:00:00 AM,CHOCÓ,BAHÍA SOLANO,Lunes,12/31/1899 02:00:00 AM,BUENOS AIRES,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"27,075,000",1
01/01/2018 12:00:00 AM,CHOCÓ,NÓVITA,Lunes,12/31/1899 12:00:00 AM,CAMELLON,URBANA,LUGAR DE TRABAJO,NO REPORTADO,A PIE,A PIE,12,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,NO REPORTADO,"27,491,000",1
01/01/2018 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Lunes,12/31/1899 12:00:00 AM,EL JARDIN,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,3,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,ANALFABETA,"27,001,000",1
01/01/2018 12:00:00 AM,CHOCÓ,QUIBDÓ (CT),Lunes,12/31/1899 03:00:00 PM,SAN VICENTE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,10,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"27,001,000",1
01/01/2018 12:00:00 AM,CÓRDOBA,CERETÉ,Lunes,12/31/1899 08:00:00 PM,MANGUELITO,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,15,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,SECUNDARIA,"23,162,000",1
01/01/2018 12:00:00 AM,CÓRDOBA,MONTELÍBANO,Lunes,12/31/1899 12:00:00 AM,SAN BERNARDO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,5,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,ANALFABETA,"23,466,000",1
01/01/2018 12:00:00 AM,CÓRDOBA,MONTERÍA (CT),Lunes,12/31/1899 10:00:00 PM,LA CANDELARIA,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,35,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"23,001,000",1
01/01/2018 12:00:00 AM,CÓRDOBA,SAN JOSÉ DE URÉ,Lunes,12/31/1899 12:00:00 AM,CENTRO,URBANA,CASAS DE HABITACION,SIN EMPLEO DE ARMAS,A PIE,A PIE,13,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,"23,682,000",1
01/01/2018 12:00:00 AM,CÓRDOBA,TIERRALTA,Lunes,12/31/1899 04:30:00 AM,SAN CARLOS,URBANA,TERMINAL DE TRANSPORTES,ARMA DE FUEGO,A PIE,A PIE,18,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,-,SECUNDARIA,"23,807,000",1
01/01/2018 12:00:00 AM,CÓRDOBA,TIERRALTA,Lunes,12/31/1899 10:00:00 AM,VEREDA SANTA ANA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,11,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,-,PRIMARIA,"23,807,000",1
01/01/2018 12:00:00 AM,CÓRDOBA,TUCHÍN,Lunes,12/31/1899 03:00:00 PM,VEREDA MATA DE CAÑA,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,14,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,NO REPORTADA,SECUNDARIA,"23,815,000",1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 04:00:00 AM,BRAVO PÁEZ E-18,URBANA,VIAS PUBLICAS,NO REPORTADO,A PIE,A PIE,15,FEMENINO,SOLTERO,-,EMPLEADO PARTICULAR,NO REPORTADA,SECUNDARIA,"11,001,000",1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 04:00:00 AM,URB. CATALINA E-8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,FEMENINO,CASADO,COLOMBIA,EMPLEADO PARTICULAR,-,PRIMARIA,"11,001,000",1
01/01/2018 12:00:00 AM,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,12/31/1899 07:50:00 PM,TURBAY AYALA E-3,URBANA,DENTRO DE LA VIVIENDA,CONTUNDENTES,A PIE,A PIE,21,FEMENINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,-,SECUNDARIA,"11,001,000",1
